variant	keys	value_bytes	segments	phase	ops	elapsed_ms	ns_per_op	key_clone_mb	payload_clone_mb	checksum
seg	1000000	64	16384	snapshot	1	0.061	60625.000	0.000000	0.000000	32
seg	1000000	64	16384	iter_snapshot	1000000	9.155	9.155	0.000000	0.000000	127494816
seg	1000000	64	16384	get_live	300000	71.849	239.497	0.000000	0.000000	38224399
seg	1000000	64	16384	replace_live	10000	6.082	608.154	0.000000	0.000000	10000
seg	1000000	64	16384	mutate_live	10000	5.115	511.488	0.000000	0.000000	10000
seg	1000000	64	16384	replace_held_snapshot	10000	31.736	3173.562	6.963837	0.000000	10000
seg	1000000	64	16384	mutate_held_snapshot	10000	26.418	2641.804	6.963837	0.607239	10000
